Course Title,Rating,Provider,Level,Reviews,Type,Duration / Weeks
"Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors",4.8,Johns Hopkins University,Mixed,32.0,Course,4 - 12
Electric Vehicles and Mobility,4.5,École des Ponts ParisTech,Beginner,1200.0,Course,12 - 24
Put It All Together: Prepare for a Cloud Security Analyst Job,5.0,Google Cloud,Beginner,10.0,Course,1 - 4
Leading Teams,4.8,University of Michigan,Beginner,2200.0,Course,1 - 4
TensorFlow on Google Cloud,4.4,Google Cloud,Intermediate,2800.0,Course,4 - 12
An Intuitive Introduction to Probability,4.8,University of Zurich,Beginner,1700.0,Course,4 - 12
CompTIA Practice,3.4,LearnQuest,Beginner,134.0,Course,1 - 4
Cross-Functional Collaboration,4.6,University of Colorado System,Beginner,7.0,Specialization,4 - 12
Data & Finance for the future,4.8,Fundação Instituto de Administração,Intermediate,383.0,Specialization,12 - 24
Building React and ASP.NET MVC 5 Applications,3.9,Board Infinity,Beginner,28.0,Specialization,4 - 12
Matlab and Simulink Basics ,3.9,Starweaver,Beginner,13.0,Course,1 - 4
European Business Law,4.8,Lund University,Beginner,1700.0,Specialization,12 - 24
Algae Biotechnology,4.8,University of California San Diego,Intermediate,518.0,Course,4 - 12
Introduction to Big Data with Spark and Hadoop,4.4,IBM,Intermediate,357.0,Course,4 - 12
Introduction to the Internet of Things and Embedded Systems,4.7,"University of California, Irvine",Mixed,13000.0,Course,1 - 4
Interviewing and Resume Writing in English,4.6,"University of Maryland, College Park",Intermediate,734.0,Specialization,12 - 24
"Introduction to Software, Programming, and Databases ",4.7,IBM,Beginner,298.0,Course,4 - 12
Object Oriented Programming in Java,4.7,University of California San Diego,Intermediate,5700.0,Course,4 - 12
International Cyber Conflicts,4.5,The State University of New York,Mixed,1500.0,Course,4 - 12
Cyber Threat Intelligence,4.7,IBM,Beginner,1700.0,Course,4 - 12
Establishing Product-Market Fit,4.5,"University of Maryland, College Park",Beginner,66.0,Course,4 - 12
Frontiers in Dentistry,4.9,University of Pennsylvania,Intermediate,31.0,Course,4 - 12
Sales Training: Techniques for a Human-Centric Sales Process,4.7,HubSpot Academy,Beginner,470.0,Course,4 - 12
Introduction to Digital Marketing,4.7,"University of California, Irvine",Beginner,133.0,Course,1 - 4
Fundamentals of Technology Sales,4.7,"University of Maryland, College Park",Beginner,121.0,Course,4 - 12
The Social and Technical Context of Health Informatics,4.2,Johns Hopkins University,Beginner,462.0,Course,1 - 4
"Diversity, Equity & Inclusion",4.6,"Automatic Data Processing, Inc. (ADP)",Beginner,24.0,Course,1 - 4
Malware Analysis and Introduction to Assembly Language,4.5,IBM,Beginner,54.0,Course,4 - 12
AI for Web Developers,4.2,Scrimba,Intermediate,28.0,Specialization,4 - 12
Database Design and Basic SQL in PostgreSQL,4.8,University of Michigan,Intermediate,923.0,Course,1 - 4
"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",4.6,University of London,Beginner,360.0,Course,4 - 12
Learn English,4.3,Tsinghua University,Beginner,855.0,Specialization,12 - 24
Getting Started with Front-End and Web Development,4.6,IBM,Beginner,200.0,Course,4 - 12
Data Structures & Backend with Java,4.3,Board Infinity,Advanced,56.0,Course,1 - 4
Marketing Channel Strategy & B2B2C Routes to Market,4.5,Emory University,Intermediate,53.0,Specialization,12 - 24
New Learning: Principles and Patterns of Pedagogy ,4.8,University of Illinois Urbana-Champaign,Beginner,296.0,Course,1 - 4
Cultural Competence - Aboriginal Sydney,4.7,The University of Sydney,Beginner,271.0,Course,4 - 12
Procurement & Sourcing Introduction,4.7,Rutgers the State University of New Jersey,Beginner,1300.0,Course,1 - 4
Building Batch Data Pipelines on Google Cloud,4.5,Google Cloud,Intermediate,1700.0,Course,4 - 12
Gmail,4.7,Google Cloud,Beginner,905.0,Course,4 - 12
Microsoft Azure Management Tools and Security Solutions,4.7,Microsoft,Beginner,497.0,Course,1 - 4
Introduction to Networking and Storage,4.7,IBM,Beginner,405.0,Course,4 - 12
Exam Prep: AWS Certified Solutions Architect - Associate,4.7,Amazon Web Services,Intermediate,153.0,Course,4 - 12
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",4.7,UNSW Sydney (The University of New South Wales),Mixed,843.0,Course,4 - 12
"Dinosaurs: Evolution, Extinction, and Paleobiology",4.8,American Museum of Natural History,Beginner,6.0,Course,4 - 12
"Core 2: OS, Software, Security and Operational Procedures",4.7,IBM,Intermediate,24.0,Course,4 - 12
Qualitative Comparative Analysis (QCA),4.8,Erasmus University Rotterdam,Beginner,143.0,Course,4 - 12
State Estimation and Localization for Self-Driving Cars,4.7,University of Toronto,Advanced,820.0,Course,4 - 12
The hidden value – Lean in manufacturing and services,4.8,École des Ponts ParisTech,Beginner,795.0,Course,1 - 4
Introduction to Chemistry:  Structures and Solutions,4.6,Duke University,Beginner,496.0,Course,4 - 12
Introduction to Customer Service,4.7,CVS Health,Beginner,115.0,Course,1 - 4
"Engineering Project Management: Risk, Quality, Teams, and Procurement",4.8,Rice University,Beginner,1100.0,Course,4 - 12
Security Operations Center (SOC),4.8,Cisco Learning and Certifications,Mixed,163.0,Course,4 - 12
Disaster Preparedness,4.7,University of Pittsburgh,Beginner,1600.0,Course,4 - 12
Six Sigma Advanced Analyze Phase,4.7,Kennesaw State University,Intermediate,910.0,Course,1 - 4
Using Data Analytics in Supply Chain,4.1,Unilever,Beginner,27.0,Course,4 - 12
Songwriting: Writing the Lyrics,4.8,Berklee,Beginner,867.0,Course,4 - 12
Introduction to DevSecOps,4.6,Johns Hopkins University,Intermediate,11.0,Course,1 - 4
Power BI Data Analyst Prep,5.0,SkillUp EdTech,Beginner,16.0,Course,1 - 4
Managing Major Engineering Projects,4.7,University of Leeds,Intermediate,1100.0,Specialization,12 - 24
Fundamentals of Global Energy Business,4.6,University of Colorado System,Mixed,484.0,Course,4 - 12
Business Analysis Process,4.7,Tableau Learning Partner,Beginner,83.0,Course,1 - 4
Risk governance: Manage the risks,4.7,Macquarie University,Beginner,352.0,Course,4 - 12
Procurement Basics,4.7,Rutgers the State University of New Jersey,Beginner,489.0,Course,4 - 12
Introduction to Cyber Attacks,4.7,New York University,Beginner,2800.0,Course,1 - 4
Influencing People,4.8,University of Michigan,Beginner,4000.0,Course,1 - 4
Flight mechanics - The basis,4.7,ISAE-SUPAERO,Beginner,372.0,Course,1 - 4
IIBA® Entry Certificate in Business Analysis™ (ECBA™) Exam Prep,5.0,Starweaver,Beginner,20.0,Course,1 - 4
COVID-19 Training for Healthcare Workers,4.9,Stanford University,Mixed,6300.0,Course,4 - 12
Ordered Data Structures,4.8,University of Illinois Urbana-Champaign,Mixed,869.0,Course,1 - 4
Investment Banking: M&A and Initial Public Offerings,4.6,University of Illinois Urbana-Champaign,Intermediate,38.0,Course,4 - 12
"English for Science, Technology, Engineering, and Mathematics",4.8,University of Pennsylvania,Beginner,2700.0,Course,4 - 12
Anatomy & Physiology: Levels of Organization,4.7,Rice University,Intermediate,50.0,Course,4 - 12
Climate Change Mitigation in Developing Countries,4.7,University of Cape Town,Intermediate,553.0,Course,4 - 12
Forecasting Skills: See the Future Before it Happens,4.9,Institute for the Future,Beginner,480.0,Course,1 - 4
Computational Methods in Pricing and Model Calibration,4.1,Columbia University,Intermediate,29.0,Course,4 - 12
OpenAI GPTs: Creating Your Own Custom AI Assistants,4.9,Vanderbilt University,Beginner,112.0,Course,1 - 4
Generative AI for Developers,4.6,Fractal Analytics,Beginner,41.0,Specialization,4 - 12
The Microsoft 365 Ecosystem,4.7,Microsoft,Beginner,11.0,Course,1 - 4
"Plagues, Witches, and War: The Worlds of Historical Fiction",4.6,University of Virginia,Beginner,583.0,Course,4 - 12
Product Cost and Investment Cash Flow Analysis ,4.5,University of Colorado Boulder,Beginner,56.0,Course,4 - 12
Trading Basics,4.0,Indian School of Business,Beginner,1800.0,Course,1 - 4
Brand Management: Strategies for a Strong Brand,4.7,Coursera Instructor Network,Beginner,78.0,Course,1 - 4
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",4.7,University of Minnesota,Mixed,693.0,Course,4 - 12
Design of High-Performance Optical Systems,4.6,University of Colorado Boulder,Advanced,46.0,Course,4 - 12
Digital Signal Processing 1: Basic Concepts and Algorithms,4.5,École Polytechnique Fédérale de Lausanne,Intermediate,571.0,Course,1 - 4
From Climate Science to Action,4.7,The World Bank Group,Beginner,429.0,Course,1 - 4
Privacy and Standardisation,4.4,EIT Digital,Intermediate,337.0,Specialization,12 - 24
"DevOps on AWS: Code, Build, and Test",4.6,Amazon Web Services,Intermediate,259.0,Course,1 - 4
Information Technology (IT) Fundamentals for Everyone,4.7,IBM,Beginner,126.0,Course,4 - 12
Pharmacy Technician Essentials,4.7,MedCerts,Beginner,34.0,Course,1 - 4
Advanced Neurobiology I,4.1,Peking University,Intermediate,589.0,Course,4 - 12
Fundamentals of Finance,4.7,"University of California, Irvine",Beginner,120.0,Course,1 - 4
The Future of Payment Technologies,4.7,University of Michigan,Beginner,1600.0,Course,1 - 4
Production Machine Learning Systems,4.6,Google Cloud,Advanced,980.0,Course,4 - 12
Docker Certified Associate (DCA),3.1,LearnKartS,Beginner,7.0,Specialization,4 - 12
Cosmetic Product Development,4.6,Olay,Beginner,16.0,Course,1 - 4
Derivatives - Options & Futures,4.5,Interactive Brokers,Intermediate,181.0,Course,4 - 12
Google Slides,4.8,Google Cloud,Beginner,141.0,Course,4 - 12
Global Health: An Interdisciplinary Overview,4.5,University of Geneva,Mixed,475.0,Course,4 - 12
"Hydro, Wind & Solar power: Resources, Variability & Forecast",4.6,École Polytechnique,Intermediate,109.0,Course,4 - 12
Mastering Programming with MATLAB,4.8,Vanderbilt University,Intermediate,402.0,Course,4 - 12
Designing User Interfaces and Experiences (UI/UX),4.5,IBM,Beginner,153.0,Course,1 - 4
Web Design: Strategy and Information Architecture,4.8,California Institute of the Arts,Intermediate,1200.0,Course,4 - 12
Digital Content Planning and Management,4.5,University of Illinois Urbana-Champaign,Beginner,21.0,Course,4 - 12
"Philosophy, Science and Religion: Science and Philosophy",4.5,The University of Edinburgh,Beginner,958.0,Course,4 - 12
Introduction to Human Behavioral Genetics,4.8,University of Minnesota,Mixed,575.0,Course,4 - 12
Introduction to R Programming for Data Science,4.5,IBM,Beginner,449.0,Course,4 - 12
Scalable Microservices for Developers,4.5,Vanderbilt University,Intermediate,25.0,Specialization,4 - 12
Data Transformation in the Cloud,4.6,Google Cloud,Beginner,7.0,Course,1 - 4
Formal Financial Accounting,4.8,University of Illinois Urbana-Champaign,Beginner,367.0,Course,4 - 12
Generative AI for Business Consultants,4.7,Fractal Analytics,Beginner,31.0,Specialization,4 - 12
Data Science in Stratified Healthcare and Precision Medicine,4.6,The University of Edinburgh,Intermediate,318.0,Course,4 - 12
Motion Planning for Self-Driving Cars,4.8,University of Toronto,Advanced,460.0,Course,4 - 12
Designing Effective Science Communication,4.6,University of Colorado Boulder,Beginner,44.0,Course,4 - 12
"Fundamentals of Diversity, Equity, Inclusion, and Belonging",4.5,Coursera Instructor Network,Beginner,15.0,Course,1 - 4
Python Project: Software Engineering and Image Manipulation,4.2,University of Michigan,Intermediate,1500.0,Course,1 - 4
Power and Foreign Policy in International Relations,4.7,O.P. Jindal Global University,Beginner,86.0,Course,4 - 12
Digital Forensics Concepts,4.8,Infosec,Intermediate,195.0,Course,4 - 12
Nursing Informatics  Leadership,4.7,University of Minnesota,Beginner,292.0,Specialization,12 - 24
Microsoft Windows OS,3.8,Illinois Tech,Intermediate,18.0,Course,1 - 4
Project Management Fundamentals,3.3,LearnKartS,Beginner,14.0,Course,1 - 4
Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,4.8,Autodesk,Advanced,1200.0,Course,1 - 4
MLOps Tools: MLflow and Hugging Face,3.8,Duke University,Advanced,28.0,Course,1 - 4
Environmental Science,4.6,Dartmouth College,Beginner,124.0,Course,1 - 4
Archaeoastronomy,4.5,Politecnico di Milano,Beginner,1400.0,Course,4 - 12
Understanding Violence,4.6,Emory University,Beginner,261.0,Course,4 - 12
Project Management Capstone,4.9,IBM,Advanced,57.0,Course,4 - 12
 Unsupervised Machine Learning,4.7,IBM,Intermediate,253.0,Course,4 - 12
Customer-Centric IT Strategy,4.6,University of Virginia,Beginner,647.0,Course,1 - 4
Introduction to Vertex AI Studio,4.7,Google Cloud,Beginner,165.0,Course,1 - 4
Fundamentals of Red Hat Enterprise Linux,4.8,Red Hat,Beginner,951.0,Course,4 - 12
Analysing: Numeric and digital literacies,4.6,Macquarie University,Beginner,1100.0,Specialization,12 - 24
Relational Database Design,4.6,University of Colorado Boulder,Beginner,205.0,Course,1 - 4
Principles of fMRI 1,4.6,Johns Hopkins University,Beginner,819.0,Course,1 - 4
Ethics of Artificial Intelligence,4.7,Politecnico di Milano,Beginner,102.0,Course,1 - 4
Essential Google Cloud Infrastructure: Core Services,4.7,Google Cloud,Intermediate,11000.0,Course,4 - 12
Epidemics - the Dynamics of Infectious Diseases,4.8,The Pennsylvania State University,Mixed,1600.0,Course,4 - 12
Office of the CISO Institute: Cybersecurity Essentials,4.4,Google,Beginner,24.0,Course,4 - 12
Severe to Profound Intellectual Disability: Circles of Care and Education,4.8,University of Cape Town,Beginner,154.0,Course,1 - 4
Converter Circuits,4.8,University of Colorado Boulder,Intermediate,1300.0,Course,1 - 4
The Construction Industry: The Way Forward,4.8,Columbia University,Beginner,308.0,Course,4 - 12
Creative Writing: The Craft of Character,4.5,Wesleyan University,Mixed,1900.0,Course,1 - 4
Foundations of AR,4.7,Meta,Mixed,100.0,Course,1 - 4
Scrum Master Certification: Scrum Methodologies,4.7,LearnQuest,Beginner,804.0,Course,1 - 4
Blockchain and Cryptocurrency Explained,4.7,University of Michigan,Beginner,890.0,Course,1 - 4
Industrial Internet of Things (IIoT),4.5,University of Michigan,Beginner,153.0,Course,1 - 4
Practical Data Science with MATLAB,4.8,MathWorks,Beginner,1000.0,Specialization,12 - 24
Challenging Forensic Science: How Science Should Speak to Court,4.9,University of Lausanne,Beginner,457.0,Course,4 - 12
Google Sheets - Advanced Topics,4.6,Google Cloud,Intermediate,251.0,Course,4 - 12
Rust Fundamentals,4.1,Duke University,Beginner,86.0,Course,1 - 4
Splunk Knowledge Manager,4.8,Splunk Inc.,Intermediate,26.0,Specialization,4 - 12
Development of Secure Embedded Systems,4.3,EIT Digital,Intermediate,1100.0,Specialization,12 - 24
Business Strategies for Social Impact,4.6,University of Pennsylvania,Mixed,539.0,Course,1 - 4
Digital Marketing Analytics in Practice,4.5,University of Illinois Urbana-Champaign,Beginner,3300.0,Course,1 - 4
Sales Training: Building Your Sales Career,4.7,HubSpot Academy,Beginner,585.0,Course,1 - 4
Exploring ​and ​Preparing ​your ​Data with BigQuery,4.7,Google Cloud,Beginner,3600.0,Course,4 - 12
.Net Full Stack Foundation,4.1,Board Infinity,Beginner,170.0,Course,1 - 4
Principles of Accounts Payable and Receivable Management ,4.5,Tally Education and Distribution Services Private Limited,Intermediate,44.0,Course,4 - 12
Mastering User Centric Design with Generative AI,4.8,Fractal Analytics,Beginner,29.0,Specialization,4 - 12
Marketing Strategy,4.9,Illinois Tech,Beginner,18.0,Course,4 - 12
"High Performance Collaboration: Leadership, Teamwork, and Negotiation",4.8,Northwestern University,Mixed,3000.0,Course,1 - 4
Introduction to Time Value of Money (TVM),4.8,University of Michigan,Beginner,897.0,Course,1 - 4
Discover Best Practice Farming for a Sustainable 2050,4.7,University of Western Australia,Beginner,692.0,Course,4 - 12
GPT Vision: Seeing the World through Generative AI,4.8,Vanderbilt University,Beginner,61.0,Course,1 - 4
Combinatorics and Probability,4.6,University of California San Diego,Beginner,845.0,Course,4 - 12
Global Challenges in Business,4.8,University of Illinois Urbana-Champaign,Beginner,463.0,Specialization,12 - 24
RESTful Microservices Using Node.js and Express,3.7,NIIT,Intermediate,108.0,Specialization,12 - 24
Business English: Networking,4.8,University of Washington,Intermediate,3300.0,Course,4 - 12
Linear Algebra: Orthogonality and Diagonalization,4.9,Johns Hopkins University,Intermediate,19.0,Course,1 - 4
Getting Started on Mainframe with z/OS Commands and Panels,4.7,IBM,Intermediate,414.0,Course,1 - 4
Cybersecurity Identity and Access Solutions using Azure AD,4.3,Microsoft,Beginner,109.0,Course,1 - 4
Effective Communication in the Globalised Workplace,4.6,National University of Singapore,Intermediate,750.0,Specialization,12 - 24
Principles of Leadership: Leading Technical Teams,5.0,University of Colorado Boulder,Beginner,11.0,Specialization,4 - 12
Fundamentals of Immunology: Innate Immunity and B-Cell Function,4.7,Rice University,Intermediate,1800.0,Course,4 - 12
Machine Learning Introduction for Everyone,4.5,IBM,Beginner,224.0,Course,1 - 4
"Agriculture, Economics and Nature",4.7,University of Western Australia,Beginner,469.0,Course,4 - 12
Finance for Everyone,4.7,McMaster University,Beginner,1300.0,Specialization,12 - 24
Introduction to Korean Philosophy and Culture,4.8,Sungkyunkwan University,Beginner,192.0,Course,1 - 4
Semiconductor Physics,4.4,University of Colorado Boulder,Advanced,261.0,Course,1 - 4
Google Workspace Mail Management,4.8,Google Cloud,Beginner,644.0,Course,1 - 4
"Origins - Formation of the Universe, Solar System, Earth and Life",4.7,University of Copenhagen,Mixed,635.0,Course,4 - 12
Technology Entrepreneurship,4.4,University of Colorado Boulder,Beginner,14.0,Specialization,12 - 24
Introduction to Early Childhood,4.8,The State University of New York,Beginner,59.0,Course,4 - 12
How to Make a Comic Book (Project-Centered Course),4.6,High Tech High Graduate School of Education,Mixed,266.0,Course,4 - 12
Adapting: Career Development,4.8,Macquarie University,Beginner,2500.0,Specialization,12 - 24
Six Sigma Tools for Improve and Control,4.7,Kennesaw State University,Beginner,1200.0,Course,4 - 12
The entrepreneur's guide for beginners,4.6,Universitat de Barcelona,Beginner,440.0,Course,4 - 12
An Introduction to Global Health,4.8,University of Copenhagen,Mixed,825.0,Course,4 - 12
Corporate Finance Essentials,4.8,IESE Business School,Mixed,2400.0,Course,4 - 12
Sustainable Digital Innovation,4.5,EIT Digital,Intermediate,167.0,Course,4 - 12
Excel Power Tools for Data Analysis,4.9,Macquarie University,Intermediate,1100.0,Course,4 - 12
Becoming a changemaker: Introduction to Social Innovation,4.8,University of Cape Town,Beginner,1600.0,Course,4 - 12
Sustainability Analyst Fundamentals,4.3,Arizona State University,Beginner,55.0,Specialization,12 - 24
Kinematics: Describing the Motions of Spacecraft,4.9,University of Colorado Boulder,Advanced,324.0,Course,1 - 4
Foundations of Sensory Science,4.6,"University of California, Davis",Beginner,33.0,Specialization,12 - 24
Responsive Website Development and Design,4.5,University of London,Beginner,7500.0,Specialization,12 - 24
"Nanotechnology and Nanosensors, Part1",4.6,Technion - Israel Institute of Technology,Mixed,1200.0,Course,4 - 12
Decentralized Finance (DeFi) Primitives,4.9,Duke University,Intermediate,405.0,Course,1 - 4
"Providing Social, Emotional, Behavioral, and Special Education Services in School",4.8,University of Colorado System,Beginner,822.0,Course,1 - 4
Data Warehouse Fundamentals,4.4,IBM,Intermediate,170.0,Course,1 - 4
 Optimization Methods in Asset Management,4.7,Columbia University,Intermediate,37.0,Course,4 - 12
Communicating with Presence,4.8,IESE Business School,Beginner,44.0,Specialization,4 - 12
Statistics for Data Science with Python,4.5,IBM,Mixed,389.0,Course,4 - 12
Serverless Data Processing with Dataflow: Develop Pipelines,4.1,Google Cloud,Advanced,39.0,Course,4 - 12
Digitalisation in the Aerospace Industry,4.6,Technical University of Munich (TUM),Intermediate,246.0,Course,1 - 4
Cloud Computing Basics (Cloud 101),4.5,LearnQuest,Beginner,6400.0,Course,4 - 12
The Arduino Platform and C Programming,4.7,"University of California, Irvine",Mixed,7100.0,Course,1 - 4
Collaboration For Everyone,4.3,Arizona State University,Beginner,18.0,Specialization,12 - 24
Communication For Everyone,4.4,Arizona State University,Beginner,21.0,Specialization,12 - 24
Gender and Sexuality: Diversity and Inclusion in the Workplace,4.7,University of Pittsburgh,Beginner,990.0,Course,1 - 4
Cybersecurity Tools and Technologies,4.7,Microsoft,Beginner,104.0,Course,1 - 4
Effectuation: Lessons From Expert Entrepreneurs,4.9,University of Virginia,Beginner,7.0,Course,1 - 4
Emerging Technologies: From Smartphones to IoT to Big Data,4.7,Yonsei University,Beginner,1800.0,Specialization,12 - 24
Introduction to Midjourney,4.2,Edureka,Beginner,11.0,Course,1 - 4
Hardware Description Languages for FPGA Design,4.4,University of Colorado Boulder,Intermediate,562.0,Course,1 - 4
Forex - Trading Around the World,4.3,Interactive Brokers,Beginner,167.0,Course,1 - 4
Introduction to Computational Statistics for Data Scientists,3.6,Databricks,Beginner,65.0,Specialization,4 - 12
Data Literacy – What is it and why does it matter?,4.7,University of Copenhagen,Beginner,94.0,Course,1 - 4
The Emergence of the Modern Middle East - Part I,4.7,Tel Aviv University,Mixed,1100.0,Course,1 - 4
Understanding Plants - Part II: Fundamentals of Plant Biology,4.8,Tel Aviv University,Intermediate,1200.0,Course,1 - 4
Introduction to Relational Databases,4.5,Illinois Tech,Beginner,14.0,Course,1 - 4
Business Strategy in Practice (Project-centered Course),4.7,University of Virginia,Mixed,176.0,Course,4 - 12
Health in Complex Humanitarian Emergencies,4.8,Emory University,Intermediate,340.0,Course,1 - 4
Wind Turbine Sensors,4.7,University of Colorado Boulder,Intermediate,6.0,Course,1 - 4
Modern Big Data Analysis with SQL,4.7,Cloudera,Beginner,1400.0,Specialization,12 - 24
Generative AI for Legal Services Primer,4.7,Vanderbilt University,Beginner,19.0,Course,1 - 4
Product Management: Capstone Project,4.8,IBM,Advanced,25.0,Course,4 - 12
The Science of the Solar System,4.8,Caltech,Mixed,781.0,Course,4 - 12
Cryptography,4.6,"University of Maryland, College Park",Mixed,1300.0,Course,4 - 12
Cyber Incident Response,4.7,Infosec,Beginner,220.0,Specialization,12 - 24
"Making Successful Decisions through the Strategy, Law & Ethics Model",4.7,University of Michigan,Beginner,430.0,Course,4 - 12
Infectious Disease Modelling,4.8,Imperial College London,Intermediate,283.0,Specialization,4 - 12
Methods for Quantitative Research in Psychology,4.8,American Psychological Association,Beginner,102.0,Course,4 - 12
"C++ For C Programmers, Part A",4.4,"University of California, Santa Cruz",Intermediate,2300.0,Course,4 - 12
"Anatomy: Cardiovascular, Respiratory and Urinary Systems",4.8,University of Michigan,Beginner,995.0,Course,1 - 4
Data Visualization in Excel,4.9,Macquarie University,Intermediate,1100.0,Course,4 - 12
Write Like Mozart: An Introduction to Classical Music Composition,4.9,National University of Singapore,Mixed,418.0,Course,4 - 12
Introduction to Biology: Evolution,4.9,Rice University,Beginner,42.0,Course,4 - 12
Career Discovery,4.6,Kennesaw State University,Beginner,1700.0,Specialization,12 - 24
Global Impact: Business Ethics,4.7,University of Illinois Urbana-Champaign,Beginner,430.0,Course,1 - 4
Embedded Interface Design,4.5,University of Colorado Boulder,Intermediate,127.0,Specialization,12 - 24
Introduction to Information Systems for Business,4.7,Howard University,Intermediate,26.0,Specialization,4 - 12
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",4.8,Ludwig-Maximilians-Universität München (LMU),Intermediate,361.0,Course,4 - 12
Clinical Trials Management and Advanced Operations,4.7,Johns Hopkins University,Beginner,65.0,Course,4 - 12
Creative Thinking Tools for Success and Leadership,4.9,Imperial College London,Beginner,741.0,Specialization,12 - 24
VLSI CAD Part I: Logic,4.7,University of Illinois Urbana-Champaign,Intermediate,539.0,Course,4 - 12
Data Literacy: Exploring and Visualizing Data,4.7,SAS,Beginner,996.0,Specialization,4 - 12
Back-End Developer Capstone ,4.5,Meta,Intermediate,130.0,Course,1 - 4
Patenting in Biotechnology,4.6,Technical University of Denmark (DTU),Beginner,217.0,Course,4 - 12
Data Collection and Processing with Python,4.7,University of Michigan,Intermediate,3900.0,Course,1 - 4
Intellectual Property in the Healthcare Industry,4.8,University of Pennsylvania,Beginner,128.0,Course,1 - 4
"International Travel Preparation, Safety, & Wellness",4.7,Johns Hopkins University,Beginner,427.0,Course,1 - 4
Web and Mobile Testing with Selenium,4.1,University of Minnesota,Intermediate,57.0,Course,1 - 4
IELTS Reading Section Skills Mastery,4.6,"University of California, Irvine",Beginner,363.0,Course,1 - 4
Introduction to EdTech,4.5,EDHEC Business School,Beginner,63.0,Course,1 - 4
Translational Science,4.7,University of Michigan,Beginner,24.0,Specialization,12 - 24
Client Needs and Software Requirements ,4.8,University of Alberta,Mixed,3100.0,Course,1 - 4
Advanced Algorithms and Complexity,4.6,University of California San Diego,Advanced,687.0,Course,4 - 12
Planning for a Google Workspace Deployment,4.8,Google Cloud,Beginner,381.0,Course,1 - 4
Introduction to Electricity and Magnetism,4.7,Rice University,Intermediate,95.0,Specialization,12 - 24
Frontend for Java Full Stack Development,4.0,Board Infinity,Intermediate,45.0,Course,1 - 4
Relational Database Administration (DBA),4.4,IBM,Intermediate,193.0,Course,4 - 12
Collaborative Foresight: How to Game the Future,4.9,Institute for the Future,Beginner,251.0,Course,4 - 12
Digital Technology in Manufacturing,4.8,L&T EduTech,Intermediate,6.0,Specialization,4 - 12
Confronting Gender Based Violence: Global Lessons for Healthcare Workers,4.8,Johns Hopkins University,Beginner,272.0,Course,1 - 4
Leading Teams: Building Effective Team Cultures,4.8,University of Illinois Urbana-Champaign,Beginner,2300.0,Course,4 - 12
Copyright for Multimedia,4.6,Duke University,Mixed,406.0,Course,4 - 12
Chinese for HSK 3 PART I,4.8,Peking University,Intermediate,618.0,Course,4 - 12
Clinical Epidemiology,4.7,Utrecht University,Intermediate,339.0,Course,4 - 12
Network Automation Engineering Fundamentals,4.7,Cisco Learning and Certifications,Beginner,78.0,Specialization,12 - 24
Talend Data Integration Certification Preparation training,4.7,Talend,Intermediate,62.0,Course,1 - 4
Human Factors in AI,4.7,Duke University,Beginner,93.0,Course,1 - 4
Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious,4.7,The University of Edinburgh,Intermediate,747.0,Course,4 - 12
India Customs and Allied laws,4.7,PwC India,Beginner,9.0,Specialization,4 - 12
The Science of Gastronomy,4.6,The Hong Kong University of Science and Technology,Beginner,752.0,Course,4 - 12
Cybersecurity for Business,4.7,University of Colorado System,Beginner,1800.0,Specialization,12 - 24
"Cameras, Exposure, and Photography",4.8,Michigan State University,Mixed,5100.0,Course,1 - 4
Introduction to Applied Cryptography,4.5,University of London,Beginner,56.0,Course,1 - 4
Global Financial Markets and Instruments,4.5,Rice University,Mixed,2100.0,Course,1 - 4
Multilevel Modeling,3.9,Erasmus University Rotterdam,Intermediate,15.0,Course,1 - 4
Introduction to Graph Theory,4.5,University of California San Diego,Beginner,985.0,Course,4 - 12
Welcome to Game Theory,4.7,The University of Tokyo,Beginner,2000.0,Course,1 - 4
Discover Acting,4.9,University of London,Beginner,80.0,Course,1 - 4
Problem Solving Using Computational Thinking,4.6,University of Michigan,Beginner,1200.0,Course,4 - 12
Race and Cultural Diversity in American Life and History,4.6,University of Illinois Urbana-Champaign,Beginner,298.0,Course,1 - 4
Understanding Financial Statements: Company Performance,4.7,University of Illinois Urbana-Champaign,Beginner,741.0,Course,4 - 12
Mountains 101,4.9,University of Alberta,Mixed,2500.0,Course,4 - 12
Learn to code with AI,4.7,Scrimba,Beginner,62.0,Course,1 - 4
Introduction to KPIs: Measuring Success in Business ,4.2,Coursera Instructor Network,Beginner,9.0,Course,1 - 4
Magna Carta and its Legacies: Freedom and protest,4.6,University of London,Beginner,59.0,Course,4 - 12
Health Systems Development,4.7,Imperial College London,Beginner,185.0,Specialization,4 - 12
Risk in Modern Society ,4.7,Universiteit Leiden,Beginner,205.0,Course,4 - 12
Generative AI: Unleash Your Project Management Potential,4.4,SkillUp EdTech,Intermediate,14.0,Course,1 - 4
Non-Alcoholic Fatty Liver Disease – The Essentials,4.8,University of Copenhagen,Intermediate,114.0,Course,4 - 12
